"Gene Symbol","logFC","adj.P.Val","Regulation","Category","Biological Process (GO)","Protein Functions","Disease & Drugs"
"IFI27",1.23552435399139,0.370553837168732,"Upregulated","Stress response","GO:0044827 host-mediated perturbation of viral genome replication;GO:0070269 pyroptotic inflammatory response;GO:0046825 regulation of protein export from nucleus","IFI27 is a human gene that encodes for the interferon alpha inducible protein 27. This protein is involved in various cellular processes, including cellular protein metabolism, defense response to other organisms, and extrinsic apoptotic signaling pathway. It enables RNA polymerase II-specific DNA-binding transcription factor binding activity, identical protein binding activity, and lamin binding activity. IFI27 acts upstream of or within negative regulation of transcription by RNA polymerase II and regulation of protein export from the nucleus. It is located in the mitochondrial membrane and nuclear inner membrane.","Research has shown that IFI27 is involved in various diseases, including cancer, viral infections, and autoimmune disorders. In cancer, IFI27 has been found to be upregulated in several types of tumors, including breast, lung, and prostate cancer, and is associated with poor prognosis. In viral infections, IFI27 has been shown to play a role in the host immune response to viral infections, including hepatitis C and HIV. In autoimmune disorders, IFI27 has been found to be upregulated in patients with systemic lupus erythematosus and rheumatoid arthritis.

Targeted drug discovery efforts for IFI27 are still in the early stages, but there is potential for the development of drugs that target this protein. One approach is to develop drugs that inhibit the expression of IFI27, which could be useful in cancer and autoimmune disorders. Another approach is to develop drugs that target the protein directly, which could be useful in viral infections.

There are currently no drugs on the market that specifically target IFI27, but there are drugs that indirectly affect its expression or function. For example, interferon-alpha, a drug used to treat viral infections and some types of cancer, induces the expression of IFI27. Additionally, some drugs used to treat autoimmune disorders, such as methotrexate and cyclosporine, have been shown to downregulate the expression of IFI27."
"IFI44",1.16002245065953,0.438520248788625,"Upregulated","Stress response","GO:0098586 cellular response to virus;GO:0009615 response to virus;GO:0009617 response to bacterium","The human gene IFI44 is a protein that is induced by interferon and is predicted to play a role in the immune response. It is also predicted to be involved in the response to bacteria and is located in the cytoplasm. This information is provided by the Alliance of Genome Resources as of April 2022.","IFI44 has been implicated in various diseases, including viral infections, autoimmune diseases, and cancer. In viral infections, IFI44 has been shown to inhibit the replication of viruses such as hepatitis C virus and human cytomegalovirus. In autoimmune diseases, IFI44 has been found to be upregulated in patients with systemic lupus erythematosus and rheumatoid arthritis. In cancer, IFI44 has been shown to be downregulated in some types of cancer, such as breast cancer, while being upregulated in others, such as pancreatic cancer.

Targeted drug discovery efforts for IFI44 are still in the early stages, but there is potential for the development of drugs that modulate its activity. One approach is to develop small molecules that can activate or inhibit IFI44, which could be used to treat viral infections or autoimmune diseases. Another approach is to develop immunotherapies that target IFI44-expressing cancer cells, which could be used to treat certain types of cancer.

Currently, there are no drugs on the market that specifically target IFI44. However, there are drugs that indirectly affect IFI44 activity. For example, interferon-based therapies, which induce the expression of IFI44, are used to treat viral infections such as hepatitis C. Additionally, some cancer treatments, such as immune checkpoint inhibitors, can indirectly affect IFI44 expression by modulating the immune response."
"IFI6",0.953374067364447,0.370553837168732,"Upregulated",NA,"GO:0051902 negative regulation of mitochondrial depolarization;GO:1904180 negative regulation of membrane depolarization;GO:0090201 negative regulation of release of cytochrome c from mitochondria","IFI6 is a gene that is activated by interferon and may be involved in regulating cell death (apoptosis). The gene contains a minisatellite sequence near the end of the second exon that consists of 26 repeats of a 12 nucleotide sequence similar to the splice donor consensus sequence found in mammals. Different isoforms of the protein are produced through alternative splicing, which uses the two downstream repeat units as splice donor sites. The exact function of IFI6 is not fully understood, but it may play a role in the immune response to viral infections and cancer.","Research on IFI6 and its potential role in disease is still ongoing, and there are currently no drugs specifically targeting this gene. However, studies have suggested that IFI6 may be involved in the immune response to viral infections and cancer, making it a potential target for drug discovery efforts in these areas. For example, a study published in 2019 found that IFI6 expression was upregulated in patients with hepatitis B virus-related hepatocellular carcinoma, suggesting that targeting IFI6 could be a potential therapeutic strategy for this type of cancer. Another study published in 2020 found that IFI6 was upregulated in patients with severe COVID-19, indicating that it may play a role in the immune response to the virus. As for successful drugs on the market, there are currently none that specifically target IFI6. However, there are drugs that target other genes involved in the immune response, such as interferons and checkpoint inhibitors, that may indirectly affect IFI6 activity."
"IFIT1",1.44582311839017,0.370553837168732,"Upregulated",NA,"GO:1904972 negative regulation of viral translation;GO:0019060 intracellular transport of viral protein in host cell;GO:0030581 symbiont intracellular protein transport in host","IFIT1 is a human gene that encodes a protein with tetratricopeptide repeats. It was first identified as being induced by interferon treatment. The protein may have antiviral properties by inhibiting viral replication and translational initiation. IFIT1 is located on chromosome 10 in a cluster with five other closely related genes, and there is a pseudogene for this gene on chromosome 13. Multiple isoforms of the protein have been observed due to alternative splicing of the transcript variants.","IFIT1 has been implicated in various diseases, including viral infections, autoimmune diseases, and cancer. In viral infections, IFIT1 has been shown to inhibit the replication of several viruses, including influenza, hepatitis C, and West Nile virus. In autoimmune diseases, IFIT1 has been found to be upregulated in patients with systemic lupus erythematosus and rheumatoid arthritis. In cancer, IFIT1 has been shown to be overexpressed in several types of cancer, including breast, lung, and prostate cancer, and may play a role in tumor progression and metastasis.

Targeted drug discovery efforts for IFIT1 have focused on developing small molecule inhibitors that can block its antiviral activity. One example is a compound called 5,6-dichloro-1-beta-D-ribofuranosylbenzimidazole (DRB), which has been shown to inhibit IFIT1-mediated translation inhibition and enhance viral replication. However, there are currently no drugs on the market that specifically target IFIT1.

In summary, IFIT1 is a gene with diverse disease implications, including viral infections, autoimmune diseases, and cancer. While targeted drug discovery efforts have been made to develop inhibitors of IFIT1, there are currently no drugs on the market that specifically target this gene."
"IFIT2",0.832037827434865,0.440123429873211,"Upregulated","Stress response","GO:0008637 apoptotic mitochondrial changes;GO:0140374 antiviral innate immune response;GO:0051607 defense response to virus","IFIT2 is a human gene that encodes for the interferon-induced protein with tetratricopeptide repeats 2. This gene is involved in various biological processes such as negative regulation of protein binding activity, positive regulation of apoptotic process, and response to virus. It enables RNA binding activity and is located in the endoplasmic reticulum. The gene is induced by interferon, which is a type of protein that helps the body fight off infections. The protein encoded by IFIT2 is thought to play a role in the body's immune response to viral infections.","Research has shown that IFIT2 may play a role in the pathogenesis of several diseases, including viral infections, autoimmune diseases, and cancer. In viral infections, IFIT2 has been shown to inhibit the replication of several viruses, including influenza A virus, hepatitis C virus, and West Nile virus. In autoimmune diseases, IFIT2 has been found to be upregulated in patients with systemic lupus erythematosus and rheumatoid arthritis. In cancer, IFIT2 has been shown to be downregulated in several types of cancer, including breast cancer and lung cancer, and may play a role in tumor suppression.

Targeted drug discovery efforts for IFIT2 are still in the early stages, but several studies have identified potential drug targets for the protein. One study found that a small molecule inhibitor of IFIT2 could inhibit the replication of influenza A virus in vitro. Another study found that a peptide derived from IFIT2 could inhibit the replication of hepatitis C virus in vitro. These findings suggest that targeting IFIT2 could be a promising approach for the development of antiviral drugs.

Currently, there are no drugs on the market that specifically target IFIT2. However, several drugs that indirectly affect IFIT2 expression or function have been approved for the treatment of viral infections and autoimmune diseases. For example, interferon-alpha, which induces the expression of IFIT2, is used to treat hepatitis C virus infection and certain types of cancer. Additionally, several drugs that inhibit the activity of the immune system, such as corticosteroids and immunosuppressants, are used to treat autoimmune diseases."
"IFIT5",1.05915454261129,0.346377270056899,"Upregulated","Stress response","GO:0045071 negative regulation of viral genome replication;GO:0140374 antiviral innate immune response;GO:0048525 negative regulation of viral process","IFIT5 is a human gene that encodes for a protein called interferon induced protein with tetratricopeptide repeats 5. This protein is involved in various cellular processes, including nucleic acid binding activity, defense response to virus, negative regulation of viral genome replication, and positive regulation of I-kappaB kinase/NF-kappaB signaling. IFIT5 is located in the actin cytoskeleton, apical part of the cell, and ruffle membrane, and it colocalizes with the IkappaB kinase complex. This gene plays an important role in the immune response to viral infections and may have potential therapeutic applications in the treatment of viral diseases.","Research on IFIT5 has shown its potential as a therapeutic target for viral diseases such as influenza, hepatitis C, and HIV. Several drug discovery efforts have focused on developing small molecule inhibitors of IFIT5 to prevent viral replication and enhance the immune response. One example is the development of a small molecule inhibitor called 4EGI-1, which has been shown to inhibit IFIT5 and enhance the antiviral response in cells infected with influenza virus. Another example is the use of siRNA to knockdown IFIT5 expression, which has been shown to reduce viral replication in cells infected with hepatitis C virus. While there are currently no drugs on the market that directly target IFIT5, ongoing research suggests that this gene may hold promise as a therapeutic target for viral diseases."
"IFNGR1",0.581841877610906,0.440123429873211,"Upregulated","Stress response","GO:0038196 type III interferon-mediated signaling pathway;GO:0071358 cellular response to type III interferon;GO:0034342 response to type III interferon","IFNGR1 is a gene that encodes the alpha chain of the gamma interferon receptor. It forms a heterodimer with IFNGR2 to create the human interferon-gamma receptor. A genetic variation in IFNGR1 is linked to susceptibility to Helicobacter pylori infection. Additionally, defects in IFNGR1 can cause mendelian susceptibility to mycobacterial disease, which is also known as familial disseminated atypical mycobacterial infection.","Defects in IFNGR1 have been linked to mendelian susceptibility to mycobacterial disease, a rare genetic disorder that makes individuals more susceptible to infections caused by mycobacteria, including tuberculosis and non-tuberculous mycobacteria. Targeted drug discovery efforts have focused on developing drugs that can enhance the function of the interferon-gamma receptor, including agonists that can activate the receptor and improve immune function. One example of a successful drug targeting IFNGR1 is interferon-gamma-1b, a recombinant form of interferon-gamma that is used to treat chronic granulomatous disease, a rare genetic disorder that affects the immune system. Another example is imiquimod, a topical cream that activates the interferon-gamma receptor and is used to treat skin conditions such as genital warts and actinic keratosis."
"IFT172",-0.548761583033909,0.370553837168732,"Downregulated",NA,"GO:0061525 hindgut development;GO:0070986 left/right axis specification;GO:0035720 intraciliary anterograde transport","The IFT172 gene is responsible for producing a subunit of the intraflagellar transport subcomplex IFT-B, which is essential for the assembly and maintenance of cilia. Mutations in this gene have been linked to skeletal ciliopathies, which can cause abnormalities in bone development and may be accompanied by polydactyly (extra fingers or toes). Short-rib thoracic dysplasias 1, 9, and 10 are examples of these conditions.","There are currently no targeted drug discovery efforts specifically for IFT172 gene mutations. Treatment for skeletal ciliopathies caused by mutations in this gene is primarily supportive and may include surgical interventions for polydactyly and orthopedic management of bone abnormalities. However, there have been some successful drugs developed for other ciliopathies, such as cystic kidney disease, that may have potential for treating skeletal ciliopathies as well. For example, the drug tolvaptan has been approved for the treatment of autosomal dominant polycystic kidney disease, which is caused by mutations in the PKD1 or PKD2 genes that also affect cilia function. Tolvaptan works by inhibiting the activity of vasopressin, a hormone that promotes cyst growth in the kidneys. Other drugs that target cilia function, such as the Hedgehog pathway inhibitor vismodegib, have also shown promise in clinical trials for the treatment of various cancers."
"IFT25",NA,NA,NA,NA,"GO:0070986 left/right axis specification;GO:0035720 intraciliary anterograde transport;GO:0042073 intraciliary transport","The human gene IFT25 is predicted to have metal ion binding activity and is involved in kidney development and spermatogenesis. It is also predicted to play a role in animal organ development, left/right axis specification, and skeletal system development. IFT25 is located in the ciliary tip and is part of intraciliary transport particle B. It is active in both the centrosome and cilium.","There is limited information available on the disease implications of IFT25. However, mutations in other genes involved in intraciliary transport have been linked to a range of ciliopathies, including polycystic kidney disease, Bardet-Biedl syndrome, and Joubert syndrome. Targeted drug discovery efforts for ciliopathies have focused on identifying compounds that can modulate ciliary function and restore normal cellular processes. One example is the drug Ivacaftor, which is used to treat cystic fibrosis by targeting the cystic fibrosis transmembrane conductance regulator (CFTR) protein, which is involved in ciliary function. Another example is the drug Vismodegib, which targets the Hedgehog signaling pathway and is used to treat basal cell carcinoma, a type of skin cancer that is associated with ciliary dysfunction. However, there are currently no drugs specifically targeting IFT25."
"IGHV1-3",-1.31649195178258,0.439336135410856,"Downregulated","Stress response","GO:0016064 immunoglobulin mediated immune response;GO:0019724 B cell mediated immunity;GO:0002449 lymphocyte mediated immunity",NA,NA
"IGKV2-26",NA,NA,NA,NA,NA,NA,NA
"IGLV3-27",1.48327118259003,0.361902765526877,"Upregulated","Stress response","GO:0002250 adaptive immune response;GO:0006955 immune response;GO:0002376 immune system process",NA,NA
"IKBIP",0.898443339785251,0.346377270056899,"Upregulated","Stress response","GO:0010165 response to X-ray;GO:0010212 response to ionizing radiation;GO:0009314 response to radiation","The human gene IKBIP, also known as IKBKB interacting protein, is predicted to play a role in response to X-ray. It is located in the endoplasmic reticulum, a cellular organelle involved in protein synthesis and folding. The function of IKBIP is not fully understood, but it is believed to interact with IKBKB, a protein involved in the regulation of the immune response and inflammation. Further research is needed to fully elucidate the role of IKBIP in cellular processes and its potential implications for human health and disease.","There is limited information available on the disease implications of IKBIP. However, some studies have suggested that it may be involved in the development of certain types of cancer, such as breast cancer and hepatocellular carcinoma. Targeted drug discovery efforts for IKBIP are also limited, as its function is not fully understood. However, some drugs that target IKBKB, with which IKBIP interacts, have been developed for the treatment of inflammatory diseases such as rheumatoid arthritis and psoriasis. Examples of such drugs include Tofacitinib and Baricitinib. These drugs work by inhibiting the activity of IKBKB, which in turn reduces inflammation. However, it is unclear whether targeting IKBIP directly would have therapeutic benefits, and further research is needed to explore its potential as a drug target."
"IL18BP",-0.612672963466192,0.370553837168732,"Downregulated","Stress response","GO:0002826 negative regulation of T-helper 1 type immune response;GO:0002825 regulation of T-helper 1 type immune response;GO:0042088 T-helper 1 type immune response","IL18BP is a gene that encodes a protein that acts as an inhibitor of the proinflammatory cytokine, IL18. The protein binds to IL18, preventing it from binding to its receptor and inhibiting the production of IFN-gamma, which results in reduced T-helper type 1 immune responses. The protein is constitutively expressed and secreted in mononuclear cells, and elevated levels of the protein have been detected in the intestinal tissues of patients with Crohn's disease. The gene has alternatively spliced transcript variants that encode different isoforms.","IL18BP has been implicated in various inflammatory diseases, including Crohn's disease, rheumatoid arthritis, and psoriasis. In Crohn's disease, elevated levels of IL18BP have been observed in the intestinal tissues of patients, suggesting a potential role in the pathogenesis of the disease. Targeted drug discovery efforts have focused on developing drugs that can modulate the activity of IL18BP, either by enhancing its inhibitory activity or by reducing its expression. One example of a successful drug targeting IL18BP is ustekinumab, a monoclonal antibody that targets IL12 and IL23, which are cytokines that induce the expression of IL18BP. Ustekinumab has been approved for the treatment of psoriasis and Crohn's disease. Another example is canakinumab, a monoclonal antibody that targets IL1β, which is a cytokine that induces the expression of IL18BP. Canakinumab has been approved for the treatment of various inflammatory diseases, including rheumatoid arthritis and cryopyrin-associated periodic syndromes."
"IL6ST",0.616730876608494,0.428459785342838,"Upregulated","Signal transduction","GO:0038165 oncostatin-M-mediated signaling pathway;GO:0048861 leukemia inhibitory factor signaling pathway;GO:0060302 negative regulation of cytokine activity","IL6ST is a gene that encodes a signal transducer protein shared by many cytokines, including IL6, CNTF, LIF, and OSM. This protein is a part of the cytokine receptor complex and its activation is dependent on the binding of cytokines to their receptors. The protein is critical in regulating myocyte apoptosis, as shown in knockout studies in mice. Additionally, a related pseudogene has been identified on chromosome 17. The protein encoded by IL6ST can be activated by vIL6, a protein related to IL6 and encoded by the Kaposi sarcoma-associated herpesvirus, which can bypass the IL6R. Alternative splicing of transcript variants has been described.","IL6ST has been implicated in various diseases, including cancer, autoimmune disorders, and inflammatory diseases. In cancer, IL6ST has been shown to play a role in tumor growth and metastasis, making it a potential target for cancer therapy. Targeted drug discovery efforts have focused on developing inhibitors of IL6ST, such as tocilizumab, which is an FDA-approved drug for the treatment of rheumatoid arthritis and systemic juvenile idiopathic arthritis. Tocilizumab is a monoclonal antibody that binds to IL6ST and blocks the signaling of IL6 and other cytokines that use IL6ST as a signal transducer. Other drugs targeting IL6ST are currently in clinical trials for various diseases, including cancer and autoimmune disorders. Overall, IL6ST is an important target for drug discovery efforts, and the development of drugs targeting this protein has shown promise in treating various diseases."
"IMMP1L",1.63689852178645,0.370553837168732,"Upregulated","Signal transduction","GO:0006627 protein processing involved in protein targeting to mitochondrion;GO:0006465 signal peptide processing;GO:0034982 mitochondrial protein processing","IMMP1L is a gene that encodes for the catalytic subunit of the mitochondrial inner membrane peptidase (IMP) complex. This complex is responsible for removing the mitochondrial targeting presequence of nuclear-encoded proteins, generating mature and active proteins in the mitochondrial intermembrane space. IMMP1L works in conjunction with another catalytic subunit, IMP2, to carry out this process. The gene was first identified in 2005 and its function is important for proper mitochondrial function and cellular metabolism.","There is limited information available on the disease implications of IMMP1L mutations. However, studies have suggested that mutations in this gene may be associated with mitochondrial dysfunction and metabolic disorders. Targeted drug discovery efforts for IMMP1L are also limited, as the function of this gene is not well understood. However, there have been some successful drugs on the market that target mitochondrial function and metabolism, which may indirectly impact IMMP1L. For example, metformin, a drug commonly used to treat type 2 diabetes, has been shown to improve mitochondrial function and reduce oxidative stress. Another example is idebenone, a drug used to treat Leber's hereditary optic neuropathy, which works by improving mitochondrial function and reducing oxidative stress. While these drugs do not directly target IMMP1L, they may have beneficial effects on mitochondrial function and metabolism, which could indirectly impact the function of this gene."
"IPMK",0.947272950976448,0.349648568890495,"Upregulated",NA,"GO:0032957 inositol trisphosphate metabolic process;GO:0032958 inositol phosphate biosynthetic process;GO:0070266 necroptotic process","The human gene IPMK (inositol polyphosphate multikinase) belongs to the inositol phosphokinase family and encodes a protein with 3-kinase, 5-kinase, and 6-kinase activities on phosphorylated inositol substrates. The protein is involved in the biosynthesis of inositol 1,3,4,5,6-pentakisphosphate and has a preferred 5-kinase activity. IPMK may also play a role in nuclear mRNA export. Pseudogenes of this gene are located on chromosome 13 and chromosome 19.","Research on IPMK has revealed its potential involvement in various diseases, including cancer, diabetes, and neurodegenerative disorders. Studies have shown that IPMK plays a crucial role in regulating cell growth and proliferation, making it an attractive target for cancer therapy. Additionally, IPMK has been linked to insulin signaling and glucose metabolism, suggesting its potential as a target for diabetes treatment. In neurodegenerative disorders, IPMK has been shown to regulate autophagy, a process that removes damaged proteins and organelles from cells, making it a potential target for drug discovery in these diseases.

Despite its potential as a therapeutic target, there are currently no drugs on the market that specifically target IPMK. However, there have been efforts to develop small molecule inhibitors of IPMK for cancer therapy. One study identified a compound that inhibited IPMK activity and showed promising results in reducing tumor growth in mice. Another study found that a natural compound called quercetin inhibited IPMK activity and induced cell death in cancer cells.

In conclusion, IPMK is a promising therapeutic target for various diseases, including cancer, diabetes, and neurodegenerative disorders. While there are currently no drugs on the market that specifically target IPMK, there have been successful efforts to develop small molecule inhibitors for cancer therapy. Further research is needed to fully understand the potential of IPMK as a therapeutic target and to develop effective drugs for clinical use."
"IQCB1",0.561274892009946,0.35125917880389,"Upregulated",NA,"GO:0048496 maintenance of animal organ identity;GO:0061824 cytosolic ciliogenesis;GO:1904491 protein localization to ciliary transition zone","The IQCB1 gene encodes a protein called nephrocystin that interacts with calmodulin and the retinitis pigmentosa GTPase regulator protein. The protein has two calmodulin-binding IQ domains and is localized to the primary cilia of renal epithelial cells and connecting cilia of photoreceptor cells. It is believed to play a role in ciliary function. Defects in this gene lead to Senior-Loken syndrome type 5, a rare genetic disorder that affects the kidneys and eyes. Alternative splicing results in multiple transcript variants, and a pseudogene of this gene is found on chromosome 6.","Senior-Loken syndrome type 5 is a rare genetic disorder caused by mutations in the IQCB1 gene. This syndrome is characterized by progressive kidney disease and vision loss due to retinal degeneration. There is currently no cure for this disease, and treatment is mainly supportive, including dialysis and kidney transplantation. Targeted drug discovery efforts for Senior-Loken syndrome type 5 are limited due to the rarity of the disease. However, research is ongoing to identify potential therapeutic targets and develop new treatments. One example of a successful drug on the market for a related disease is eculizumab, which is used to treat atypical hemolytic uremic syndrome, a rare kidney disease caused by dysregulation of the complement system."
"IQGAP2",0.547052556696803,0.382594019449444,"Upregulated","Immune response","GO:1902407 assembly of actomyosin apparatus involved in mitotic cytokinesis;GO:1903475 mitotic actomyosin contractile ring assembly;GO:1903479 mitotic actomyosin contractile ring assembly actin filament organization","IQGAP2 is a gene that encodes a protein belonging to the IQGAP family. The protein contains several domains that allow it to interact with various cellular components and signaling molecules, regulating cell morphology and motility. It also acts as a tumor suppressor and plays a role in regulating innate antiviral responses. Alternative splicing of the gene results in multiple transcript variants.","Research has shown that IQGAP2 may play a role in several diseases, including cancer, neurological disorders, and viral infections. In cancer, IQGAP2 has been found to be downregulated in several types of tumors, and its loss has been associated with increased tumor growth and metastasis. Targeted drug discovery efforts are ongoing to develop drugs that can restore IQGAP2 expression or function in cancer cells. However, there are currently no drugs on the market that specifically target IQGAP2. In neurological disorders, IQGAP2 has been implicated in the regulation of synaptic plasticity and memory formation, and its dysfunction has been linked to conditions such as schizophrenia and Alzheimer's disease. In viral infections, IQGAP2 has been shown to play a role in the innate immune response to viral pathogens, and drugs that target this pathway may have potential in treating viral infections."
"IRAG2",NA,NA,NA,NA,"GO:0006903 vesicle targeting;GO:0006906 vesicle fusion;GO:0090174 organelle membrane fusion","IRAG2 is a human gene that encodes a protein expressed in lymphoid cell lines and tissues. The protein is regulated during development and is found on the cytoplasmic face of the endoplasmic reticulum.","There is limited information available on the disease implications of IRAG2. However, some studies have suggested that the protein may play a role in the development and progression of certain types of cancer, including breast cancer and leukemia. Targeted drug discovery efforts for IRAG2 are currently underway, with a focus on identifying small molecule inhibitors that can selectively target the protein and potentially be used as cancer therapeutics. To date, there are no drugs on the market that specifically target IRAG2. However, there are several drugs that have been approved for the treatment of breast cancer and leukemia that may indirectly affect the protein's activity, including tamoxifen and imatinib. Further research is needed to fully understand the role of IRAG2 in disease and to develop targeted therapies for its potential clinical applications."
"ITM2A",0.782599046407185,0.349648568890495,"Upregulated",NA,"GO:0002317 plasma cell differentiation;GO:0042985 negative regulation of amyloid precursor protein biosynthetic process;GO:0042984 regulation of amyloid precursor protein biosynthetic process","ITM2A is a gene that encodes a type II membrane protein belonging to the ITM2 family. It is involved in osteo- and chondrogenic differentiation, as suggested by studies in mice. The gene has multiple alternatively spliced transcript variants that encode different isoforms.","There is limited information available on the disease implications of ITM2A. However, some studies have suggested that ITM2A may play a role in Alzheimer's disease (AD) pathogenesis. Specifically, ITM2A has been found to be upregulated in the brains of AD patients, and it may contribute to the formation of amyloid plaques, a hallmark of AD. 

There are currently no targeted drug discovery efforts specifically focused on ITM2A. However, there are several drugs on the market that target amyloid plaques, which may indirectly affect ITM2A. For example, the drug aducanumab was recently approved by the FDA for the treatment of AD. Aducanumab targets amyloid plaques and has been shown to reduce their accumulation in the brain. Other drugs that target amyloid plaques include solanezumab and gantenerumab. 

Overall, while the role of ITM2A in disease is not well understood, there is potential for drugs targeting amyloid plaques to indirectly affect ITM2A and potentially provide therapeutic benefit for diseases such as AD."
"ITSN2",0.649200797180434,0.346377270056899,"Upregulated",NA,"GO:0150007 clathrin-dependent synaptic vesicle endocytosis;GO:0036466 synaptic vesicle recycling via endosome;GO:0099532 synaptic vesicle endosomal processing","The ITSN2 gene encodes a cytoplasmic protein that contains SH3 domains and is involved in clathrin-mediated endocytosis. This protein is known as intersectin 2 and is thought to regulate the formation of clathrin-coated vesicles. Additionally, it may play a role in the induction of T cell antigen receptor endocytosis.","There is limited information available on the disease implications of ITSN2 gene mutations. However, some studies have suggested that ITSN2 may be involved in the pathogenesis of certain neurological disorders, such as Alzheimer's disease and schizophrenia. Targeted drug discovery efforts for ITSN2 are also limited, but some studies have explored the potential of ITSN2 as a therapeutic target for cancer treatment. One study found that inhibiting ITSN2 expression in breast cancer cells reduced their ability to form tumors in mice. Currently, there are no drugs on the market that specifically target ITSN2. However, there are drugs that indirectly affect ITSN2 function, such as clathrin inhibitors that disrupt clathrin-mediated endocytosis, which is regulated by ITSN2. Examples of such drugs include chlorpromazine and amantadine, which are used to treat schizophrenia and Parkinson's disease, respectively."
"JAK2",0.649926810978039,0.423703284966899,"Upregulated","Signal transduction","GO:0031959 nuclear receptor-mediated mineralocorticoid signaling pathway;GO:0034050 symbiont-induced defense-related programmed cell death;GO:1902724 positive regulation of skeletal muscle satellite cell proliferation","JAK2 (Janus kinase 2) is a non-receptor tyrosine kinase that plays a crucial role in cytokine and growth factor signaling. It has an N-terminal FERM domain required for erythropoietin receptor association, an SH2 domain that binds STAT transcription factors, a pseudokinase domain, and a C-terminal tyrosine kinase domain. Cytokine binding induces autophosphorylation and activation of JAK2, which then recruits and phosphorylates STAT proteins. Mutations in JAK2 are associated with various inflammatory diseases and malignancies. The IL6/JAK2/STAT3 signaling pathway is a therapeutic target for treating excessive inflammatory responses to viral infections. Alternative splicing results in multiple transcript variants encoding distinct isoforms.","Mutations in JAK2 have been implicated in several diseases, including myeloproliferative neoplasms (MPNs) such as polycythemia vera, essential thrombocythemia, and primary myelofibrosis. In these diseases, JAK2 mutations lead to constitutive activation of the JAK2/STAT signaling pathway, resulting in abnormal proliferation of blood cells. Targeted drug discovery efforts have focused on developing JAK2 inhibitors to treat MPNs and other diseases associated with JAK2 mutations. Ruxolitinib, a JAK1/2 inhibitor, was approved by the FDA in 2011 for the treatment of myelofibrosis and later for polycythemia vera. Fedratinib, a selective JAK2 inhibitor, was approved in 2019 for the treatment of myelofibrosis. Other JAK inhibitors are currently in clinical trials for various diseases, including rheumatoid arthritis, psoriasis, and ulcerative colitis."
"JAZF1",-0.511308798518551,0.403310229840667,"Downregulated",NA,"GO:0000122 negative regulation of transcription by RNA polymerase II;GO:0006629 lipid metabolic process;GO:0045892 negative regulation of DNA-templated transcription","JAZF1 is a human gene that encodes a nuclear protein with three C2H2-type zinc fingers. It functions as a transcriptional repressor and is associated with endometrial stromal tumors. The gene has alternatively spliced variants that encode different protein isoforms, but not all variants have been fully characterized.","JAZF1 has been implicated in the development of endometrial stromal tumors (ESTs), a rare type of uterine cancer. ESTs are characterized by the presence of JAZF1-SUZ12 fusion gene resulting from a chromosomal translocation. The fusion protein acts as a transcriptional repressor and promotes tumor growth. Targeted drug discovery efforts have focused on developing inhibitors of the JAZF1-SUZ12 complex to disrupt its oncogenic activity. However, there are currently no drugs specifically targeting JAZF1 for cancer treatment. Some drugs that have shown efficacy in treating ESTs include hormonal therapies such as progestins and aromatase inhibitors, as well as chemotherapy drugs like doxorubicin and ifosfamide. Additionally, recent studies have shown that targeting the PI3K/AKT/mTOR pathway, which is frequently activated in ESTs, may be a promising therapeutic strategy."
"JMJD1C",0.664771939894543,0.37858722316611,"Upregulated",NA,"GO:0007596 blood coagulation;GO:0050817 coagulation;GO:0007599 hemostasis","JMJD1C is a human gene that encodes a protein containing a jumonji domain and interacts with thyroid hormone receptors. It is believed to be a histone demethylase and a coactivator for important transcription factors. The gene plays a role in the DNA-damage response pathway by demethylating the mediator of DNA damage checkpoint 1 (MDC1) protein and is necessary for the survival of acute myeloid leukemia. Mutations in JMJD1C are linked to Rett syndrome and intellectual disability. The gene has multiple transcript variants due to alternative splicing.","JMJD1C has been implicated in several diseases, including Rett syndrome and intellectual disability. Mutations in the gene have been found in patients with these conditions, suggesting that JMJD1C plays a role in normal brain development and function. Targeted drug discovery efforts for JMJD1C are still in the early stages, but there is potential for the development of drugs that could modulate its activity. One example of a successful drug targeting a related histone demethylase is tazemetostat, which inhibits the activity of EZH2 and is approved for the treatment of certain types of cancer. However, more research is needed to fully understand the role of JMJD1C in disease and to develop effective therapies targeting this gene."
